"Name","Address","Bedroom","Bathroom","Total_area","Price","Phone"
"DI JUAL APARTEMENT SUNTER PARK VIEW","Sunter, Jakarta Utara",2,"1","36 m²"," 400,000,000","+6282223726953"
"apartemen city park dengan 2 BR harga super murah","Cengkareng, Jakarta Barat",2,"1","33 m²"," 200,000,000","+6281318163346"
"Apartemen Pondok Indah Jakarta Selatan","Pondok Indah, Jakarta Selatan",1,"1","35 m²"," 700,000,000","+6282272663999"
"Dijual Apartemen Cervino Tebet 3 Bed Hoek View Kokas Kuningan Full Furnish","Tebet, Jakarta Selatan",3,"2","90 m²"," 1,650,000,000","+6281615861014"
"Dijual Apartemen Green Palace Tower Mawar Lt 10","Kalibata, Jakarta Selatan",2,"1","42 m²"," 450,000,000","+6287744238197"
"Jual Rugi Apartemen Tokyo Riverside PIK 2 Type Studio Harga 250jt","Pantai Indah Kapuk, Jakarta Utara",1,"1","21 m²"," 250,000,000","+6282223545436"
"URGENT, APARTEMEN 2 BR CIPUTRA WORLD 2 KUNINGAN JAKARTA SELATAN","Kuningan, Jakarta Selatan",2,"2","78 m²"," 2,900,000,000","+6287874367840"
"Apartemen 2 tingkat di jakarta Pusat Springhill Royale Suites","Kemayoran, Jakarta Pusat",2,"3","140 m²"," 3,500,000,000","+6285695130359"
"Apartemen Dijual Pantai Mutiara Twr Damar hdp Timur Pluit FF 2KT lt.158m2","Pluit, Jakarta Utara",2,"2","158 m²"," 3,000,000,000","+6281612980599"
"apartemen gandeng 2 unit springhill terrace residence","Pademangan Timur, Jakarta Utara",3,"3","190 m²"," 3,000,000,000","+6281319028534"
"jual apartemen green bay lantai atas view laut cakep","Pluit, Jakarta Utara",2,"1","36 m²"," 550,000,000","+6281313970214"
"APARTEMEN GADING NIAS 2 KAMAR SERTIFIKAT MURAH KELAPA GADING","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 210,000,000","+6287772820017"
"Di Jual Apartment Pik 2 Tokyo Riverside Uk 36m2 2br View Garden","Pantai Indah Kapuk, Jakarta Utara",2,"1","36 m²"," 430,000,000","+6282229555533"
"Dijual Apartment Mewah Casa Grande di kota kasablanka jakarta selatan","Menteng Dalam, Jakarta Selatan",2,"2","76 m²"," 2,600,000,000","+6281299514553"
"APARTEMEN KELAPA GADING HANYA 170 JUTA SEMI FURNISH SERTIFIKAT MURAH.","Kelapa Gading, Jakarta Utara",1,"1","21 m²"," 170,000,000","+6287778971812"
"DiJual Cepat Apartement Kemang Mansion 1 BR Kondisi Full Furnished","Kemang, Jakarta Selatan",1,"1","62 m²"," 1,300,000,000","+6285100841617"
"APARTEMEN TANPA DP DI JAKARTA BARAT","Cengkareng Timur, Jakarta Barat",1,"1","33 m²"," 500,000,000","+6282274613679"
"Apartemen Tifolia type Studio","Jakarta Timur",1,"1","19 m²"," 300,000,000","+6281805672792"
"Apartemen 3+1BR Nirvana Boutique Residence 6.9M ng Furnish Bgs Kemang Twr Ebony","Kemang, Jakarta Selatan",4,"4","350 m²"," 6,900,000,000","+6281616825201"
"Apartemen dijual Bellagio 400m2 Penthouse 2 unit Lux Full Furnish","SetiaBudi, Jakarta Selatan",5,"4","400 m²"," 13,000,000,000","+6281614936032"
"Apartemen Kelapa Gading Square Hawaian Bay MOI","Kelapa Gading, Jakarta Utara",2,"1","45 m²"," 700,000,000","+6281210305766"
"Apartment murah belakang pondok indah","Pesanggrahan, Jakarta Selatan",1,"1","21 m²"," 300,000,000","+6281313135586"
"APARTMEN GADING NIAS  2BEDROOM","Kelapa Gading, Jakarta Utara",2,"1","35 m²"," 350,000,000","+6287884031471"
"Apartemen 1BR the Mansion Kemayoran 1.25 M ng 57 m2 byk unit","Pademangan Timur, Jakarta Utara",1,"1","57 m²"," 1,250,000,000","+6281612000423"
"For Rent Apartment The 18th Residence Taman Rasuna","Kuningan, Jakarta Selatan",2,"1","62 m²"," 1,400,000,000","+6281286926879"
"Apartemen Green Pramuka City 2 Br Siap Huni","Jakarta Pusat",2,"1","33 m²"," 599,999,000","+6281222815888"
"Apartemen 3 kmr twr E Gading Resort Residence Kelapa Gading Murah Lantai Rendah","Kelapa Gading Barat, Jakarta Utara",4,"3","108 m²"," 1,600,000,000","+6281616389175"
"Dijual Apartemen Essence Darmawangsa 3 Kamar Tidur Kondisi Fully Furnished","Cipete Selatan, Jakarta Selatan",3,"2","136 m²"," 3,350,000,000","+6281189847076"
"Apartemen Pantai Mutiara view Laut jrg ada 150 m2 3KT lt rendah Pluit","Penjaringan, Jakarta Utara",4,"4","150 m²"," 4,000,000,000","+6281614467483"
"New Royal Tower lantai 19 Furnish TERMURAH (2 kamar) St Moritz Puri","Puri Indah, Jakarta Barat",2,"1","84 m²"," 2,800,000,000","+6282116138123"
"Apartemen Dijual Greenlake Sunter Tower Northern View POOL","Jakarta Utara",1,"1","21 m²"," 350,000,000","+6281612210178"
"Best Deal Apt. Point Square, 3BR, 108m2, Rp2,2M, Skybridge MRT, Nego","Cilandak, Jakarta Selatan",3,"2","108 m²"," 2,200,000,000","+6285716476643"
"Apartemen 3+1KT Twr D Murah Gading Resort Residence Kelapa Gading Furnish","Kelapa Gading Barat, Jakarta Utara",4,"3","105 m²"," 1,700,000,000","+6281613790200"
"JUAL CEPAY APRT OSAKA STUDIO BRAND NEW, TERMURAH HANYA 180 JT","Pantai Indah Kapuk, Jakarta Utara",1,"1","14 m²"," 180,000,000","+6282122734341"
"Apt ancol mansion","Pademangan, Jakarta Utara",1,"1","50 m²"," 850,000,000","+6285778476675"
"Apt 1kamar tidur d ancol mansion bu","Pademangan, Jakarta Utara",1,"1","67 m²"," 1,400,000,000","+6285777133243"
"Dijual Apartemen Strategis di Aston Marina Ancol Lokasi strategis","Ancol, Jakarta Utara",2,"1","45 m²"," 480,000,000","+6281388573043"
"Dijual apartemen di belakang Gedung Nestle TB Simatupang.","Kebagusan, Jakarta Selatan",1,"1","21 m²"," 360,000,000","+6281283530822"
"Apartemen Gading Resort Residence 3 BR 1.8 M ng Twr E Furnish","Kelapa Gading Barat, Jakarta Utara",3,"2","105 m²"," 1,800,000,000","+6281613584979"
"Apartemen dijual Taman Sari Semanggi 62m2 1BR Furnish Lux view Ciputra World","SetiaBudi, Jakarta Selatan",1,"1","62 m²"," 1,799,000,000","+6281617981944"
"DIJUAL Apartemen Casablanca Jakarta Selatan","Casablanca, Jakarta Selatan",1,"1","54 m²"," 1,500,000,000","+6287781039524"
"DIJUAL APARTEMEN 2 KAMAR NEMPEL STASIUN KRL DAN BUSWAY","Tanjung Barat, Jakarta Selatan",2,"1","43 m²"," 1,225,000,000","+6281252286118"
"apartement siap pakai","Karet, Jakarta Selatan",1,"1","35 m²"," 550,000,000","+6281112011637"
"Apartemen Setiabudi dijual 2 unit jd 1, lantai 12 view Sudirman, Setiabudi","SetiaBudi, Jakarta Selatan",6,"5","208 m²"," 6,000,000,000","+6281619099736"
"APARTEMEN MAHATA PERUMNAS TANJUNG BARAT, JAKARTA SELATAN","Tanjung Barat, Jakarta Selatan",1,"1","22 m²"," 600,000,000","+6282273239256"
"Apartemen Kalibata Tower Borneo","Kalibata, Jakarta Selatan",2,"1","36 m²"," 285,000,000","+6287880324587"
"APARTEMEN JAKARTA SIAP HUNI TANPA DP CICILAN RINGAN DAN PROSES MUDAH","Kalideres, Jakarta Barat",1,"1","25 m²"," 550,000,000","+6283169724875"
"Jual Cepat Apartemen Menteng Square","Menteng, Jakarta Pusat",2,"1","33 m²"," 450,000,000","+6281589244017"
"Dijual Apartemen 2BR Hook Kalibata City Jakarta Selatan","Kalibata, Jakarta Selatan",2,"1","33 m²"," 435,000,000","+6281210752017"
"Apt park view sunter bu","Sunter Jaya, Jakarta Utara",1,"1","35 m²"," 399,000,000","+6285778881157"
"Apartemen Kuningan Place 2KT lt.18 Furnish Sgt Murah HR. Rasuna Said","Menteng Atas, Jakarta Selatan",2,"1","61 m²"," 895,000,000","+6281618492064"
"Apartemen 3BR Belmont Residence 1.25 M nego Twr Athena Srengseng Kembangan","Srengseng, Jakarta Barat",3,"2","66 m²"," 1,250,000,000","+6281616363925"
"DIJUAL APARTEMEN MEDITERANIA GADING RESIDENCE 3 KT + SEMI FURNISH.","Kelapa Gading, Jakarta Utara",3,"2","88 m²"," 860,000,000","+6287779304881"
"Dijual apartment di Bassura City, Jakarta Timur","Jatinegara, Jakarta Timur",2,"1","38 m²"," 650,000,000","+6281749563004"
"Apartemen Sudirman 3+1BR Tower Condominium Lt Tinggi Furnish Karet Semanggi","Karet Semanggi, Jakarta Selatan",4,"3","92 m²"," 2,500,000,000","+6281610320999"
"Apartemen 2+1KT Murah Furnish Gading Resort Residence Kelapa Gading","Kelapa Gading Barat, Jakarta Utara",3,"3","105 m²"," 1,550,000,000","+6281615257552"
"Apartemen 3+1KT Gading Resort Residence Kelapa Gading Furnish","Kelapa Gading Barat, Jakarta Utara",3,"2","105 m²"," 1,600,000,000","+6281616272911"
"Dijual Apartemen 3+1 BR Sherwood 2.35 M nego Furnish Timur Kelapa Gading","Kelapa Gading Barat, Jakarta Utara",4,"3","122 m²"," 2,350,000,000","+6281610205878"
"Apartemen Grand ITC Permata Hijau, Jakarta Selatan","Kebayoran Lama, Jakarta Selatan",3,"3","140 m²"," 2,800,000,000","+6288116752097"
"Apartemen Metro Park Studio Siap Huni, bisa cicil 24x","Kedoya Utara, Jakarta Barat",1,"1","28 m²"," 600,000,000","+6281116754413"
"APARTMENT MEWAH SIAP HUNI JAKARTA BARAT 500JT AN SEMI FURNISH (PROMO TERBATAS!)","Kalideres, Jakarta Barat",1,"1","26 m²"," 600,000,000","+6285793924228"
"PROMO oktober Apartemen Bassura City Type Studio-A.30-Nego","Cipinang, Jakarta Timur",1,"1","21 m²"," 344,000,000","+6281856439573"
"Dijual Apartemen Kedoya Elok Penthouse 3 Bed Full Furnish","Kembangan, Jakarta Barat",3,"3","350 m²"," 8,950,000,000","+6281618810492"
"DIJUAL CEPAT  1 UNIT APARTEMEN DI GREEN KALIBATA CITY  TOWER RAFLES","Kalibata, Jakarta Selatan",2,"1","29 m²"," 585,000,000","+6281384448592"
"Apartemen Dijual Pasar Baru, Luas 51,89 Meter, Kode :18157 Bn","Pasar Baru, Jakarta Pusat",2,"1","51 m²"," 1,500,000,000","+6281218987622"
"Dijual Cepat Kusuma Chandra Tipe 2 Kamar Tidur Fully Furnished","Senayan, Jakarta Selatan",2,"2","124 m²"," 4,000,000,000","+6281183285414"
"FOR SALE AREA KEMANG","Kemang, Jakarta Selatan",1,"1","35 m²"," 700,000,000","+6287822682130"
"JUAL CEPAT Apartemen 2BR  Ciputra World 2 di Kuningan Jakarta Selatan","Kuningan, Jakarta Selatan",2,"2","78 m²"," 2,700,000,000","+6287875627541"
"DIJUAL CEPAT APARTEMEN KALIBATA CITY AKASIA LT 9 2BR FULLY SHM","Kalibata, Jakarta Selatan",2,"1","28 m²"," 355,000,000","+6281288577361"
"Apartemen Grand Palace Kemayoran 3KT+3KM 95m2 Tower A Lt tinggi n897","Kemayoran, Jakarta Pusat",3,"3","95 m²"," 850,000,000","+6281618570441"
"Apartemen Springhill Terrace Sandalwood Lt Rendah FF siap huni y045","Kemayoran, Jakarta Pusat",1,"1","38 m²"," 675,000,000","+6281219417732"
"Hunian Modern Kemayoran","Kemayoran, Jakarta Pusat",3,"3","185 m²"," 1,322,000,000","+6285886011480"
"Dijual Apartemen 2BR Tower Jasmin Kalibata City Jakarta Selatan","Kalibata, Jakarta Selatan",2,"1","33 m²"," 335,000,000","+6281211711600"
"Apartemen Amethyst Jakarta Pusat Furnish Tipe Studio Dekat Mall & KRL","Sawah Besar, Jakarta Pusat",1,"1","40 m²"," 290,000,000","+6285881366117"
"Dijual Apartemen Green Palm Duri Kosambi MURAH 385jt lantai 16 lb.35m2 2BR","Duri Kosambi, Jakarta Barat",2,"1","35 m²"," 385,000,000","+6281611707466"
"Apt pasar baru mansion bu huk","Pasar Baru, Jakarta Pusat",2,"1","55 m²"," 750,000,000","+6285778402576"
"Dijual Apartemen 2 BR Kuningan City 3.5 M ng Full Furnish Bagus Lantai rendah","SetiaBudi, Jakarta Selatan",2,"2","72 m²"," 3,500,000,000","+6281615597187"
"New Royal Tower lantai 21 Full Furnished TERMURAH (2 kamar) St Moritz Puri indah","Puri Indah, Jakarta Barat",2,"1","90 m²"," 3,200,000,000","+6282119506986"
"New Royal Tower lantai 23 Full Furnished MURAH (2 kamar) St Moritz Puri indah","Puri Indah, Jakarta Barat",2,"1","84 m²"," 2,000,000,000","+6282114862636"
"Royal Tower lantai 37 FULL FURNISHED TERMURAH (112 sqm, 3 kamar) St Moritz Puri","Puri Indah, Jakarta Barat",3,"2","112 m²"," 3,500,000,000","+6282111397601"
"Royal Tower lantai 20 Full Furnished MEWAH (3 kamar) St Moritz Puri indah Jkt","Puri Indah, Jakarta Barat",3,"2","112 m²"," 4,500,000,000","+6282113814666"
"SPRINGHILL KEMAYORAN JAKARTA PUSAT","Kemayoran, Jakarta Pusat",2,"2","111 m²"," 2,775,000,000","+6285718708816"
"Dijual Apartemen Puri Garden 3BR, 71m2","Jakarta Barat",3,"2","71 m²"," 1,100,000,000","+6281224191185"
"apartemen mewah","Kemayoran, Jakarta Pusat",1,"1","40 m²"," 1,000,000,000","+6281697689810"
"apartemen green bay view laut","Pluit, Jakarta Utara",2,"1","36 m²"," 500,000,000","+6281311759932"
"Dijual Apartement Premium, Jaksel","Tebet, Jakarta Selatan",1,"1","34 m²"," 1,500,000,000","+6281318296167"
"PURI MANSION APARTMENT DP 0%","Kembangan, Jakarta Barat",1,"1","21 m²"," 585,000,000","+6287874438264"
"APARTEMEN MEDITERANIA GADING RESIDENCE.","Kelapa Gading, Jakarta Utara",2,"1","43 m²"," 520,000,000","+6287777899093"
"Dijual Murah Apartemen Kempinski Tipe 2 Kamar Tidur Full Furnished","Menteng, Jakarta Pusat",2,"2","123 m²"," 4,500,000,000","+6281180754133"
"Dijual Apartemen Kemang Village Tipe 2 Kamar Tidur Siap Huni","Kemang, Jakarta Selatan",2,"2","110 m²"," 2,750,000,000","+6281189894957"
"Apaartemen Bassura City 2BR Hoek tower A","Cipinang, Jakarta Timur",2,"1","43 m²"," 850,000,000","+6281288861918"
"DIJUAL APARTMENT CANTIK & MURAH DEKAT  KELAPA GADING","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 800,000,000","+6282224503328"
"DIJUAL APARTEMEN 2 KAMAR DENGAN HARGA TERJANGKAU","SetiaBudi, Jakarta Selatan",2,"2","75 m²"," 1,200,000,000","+6281323519797"
"Di Jual Cepat Apartemen Green Bay Pluit","Jakarta Utara",2,"2","79 m²"," 1,250,000,000","+6285744132965"
"Dijual apartemen gading resort View Terbagus cahaya terang Kelapa Gading","Kelapa Gading, Jakarta Utara",4,"3","105 m²"," 1,800,000,000","+6281615444325"
"Dijual Apartemen Anandamaya Sudirman Tower 1 Tanah Abang","Tanah Abang, Jakarta Pusat",3,"3","267 m²"," 22,000,000,000","+6281619039537"
"Apartemen dijual Kuningan City lt.19 2BR view Mega Kuningan Good Price","Karet Kuningan, Jakarta Selatan",2,"1","70 m²"," 2,600,000,000","+6281617564551"
"Apartemen 3+1KT Gading Resort Residence Kelapa Gading Tower D Murah","Kelapa Gading Barat, Jakarta Utara",4,"3","105 m²"," 1,700,000,000","+6281618508560"
"Apartemen 2 kamar 2.5M ng Springhill Royale Suites Queen Suites Lantai Tinggi","Pademangan Timur, Jakarta Utara",2,"2","101 m²"," 2,500,000,000","+6281612274632"
"Apartement Ciputra World 2 Kuningan Jakarta  2 Bedrooms  Unfurnished","Tebet, Jakarta Selatan",2,"2","78 m²"," 2,900,000,000","+6287876798210"
"DIJUAL BU APARTEMENT TAMAN ANGGREK RESIDENCES 1+1BR 50sqm","Tanjung Duren, Jakarta Barat",1,"1","50 m²"," 1,440,000,000","+6289617229599"
"Apartemen 2 Kamar Tidur Full Furnish Hanya 5JT Langsung Akad","Pulo Gadung, Jakarta Timur",2,"1","42 m²"," 700,000,000","+6281800241178"
"Dijual Murah Apartemen Permata Hijau Residence Tipe 3 Kamar Tidur","Permata Hijau, Jakarta Selatan",3,"2","108 m²"," 2,000,000,000","+6281185792698"
"Dijual Murah Apartemen Kemang Village Tipe Studio Fully Furnished","Kemang, Jakarta Selatan",1,"1","43 m²"," 1,300,000,000","+6281183721375"
"Dijual Murah Kemang Mansion Tipe Studio Nego Sampai Deal","Kemang, Jakarta Selatan",1,"1","60 m²"," 1,550,000,000","+6281180489842"
"Apartemen Sunter Park View Furnished city view 36 m2 lt rendah n921","Sunter, Jakarta Utara",2,"1","36 m²"," 340,000,000","+6281610915211"
"Dijual apartemen golf kemayoran the mansion golf","Kemayoran, Jakarta Pusat",2,"1","76 m²"," 1,300,000,000","+6282115737594"
"Apartement kebagusan City semi furnished","Pasar Minggu, Jakarta Selatan",2,"1","76 m²"," 530,000,000","+6281280164451"
"Dijual Apartemen Senayan Residence Type 2 Bedroom","Senayan, Jakarta Selatan",2,"2","92 m²"," 3,000,000,000","+6281187769594"
"APARTMENT STUDIO DP 0% & DP DI CICIL 24X","Kembangan, Jakarta Barat",1,"1","21 m²"," 630,000,000","+6287877918617"
"FOR SALE AREA TAMAN ANGGREK","Grogol Petamburan, Jakarta Barat",2,"1","88 m²"," 2,000,000,000","+6287826481738"
"Dijual HARGA TERBAIK Apartemen Aryaduta Suites Tipe 3 Kamar Tidur","Karet Semanggi, Jakarta Selatan",3,"2","110 m²"," 2,700,000,000","+6281180880968"
"Apartment 1 BR at Batavia Apartment","Tanah Abang, Jakarta Pusat",1,"1","55 m²"," 1,400,000,000","+6281186616333"
"Apartment 1 BR at Batavia Apartment","Tanah Abang, Jakarta Pusat",1,"1","38 m²"," 1,300,000,000","+6281189099550"
"DIJUAL APARTEMEN 3BR THE PEAK SUDIRMAN","Kuningan, Jakarta Selatan",3,"2","156 m²"," 4,500,000,000","+6281298023891"
"Apartemen Grand Madison 3 BR Siap Huni, bisa cicil 36x","Tomang, Jakarta Barat",3,"3","106 m²"," 3,500,000,000","+6281117007160"
"Dijual Murah Apartemen Marbella Tipe 2 Kamar Tidur NEGO SAMPAI DEAL","Bangka, Jakarta Selatan",2,"1","66 m²"," 1,000,000,000","+6281186282460"
"Dijual Murah Apartemen Essence Tipe 3 Kamar Harga Nego Sampai Deal","Cipete, Jakarta Selatan",3,"2","136 m²"," 3,350,000,000","+6281186248487"
"Dijual Harga Miring Apartemen Permata Hijau Gedung Putih","Permata Hijau, Jakarta Selatan",2,"2","125 m²"," 2,950,000,000","+6262817710487"
"Office fontana bu","Pademangan Timur, Jakarta Utara",2,"1","45 m²"," 1,100,000,000","+6285776357780"
"Royal Tower lantai 10 Full Furnished TERMURAH (82 sqm, 2 kamar) St Moritz Puri","Puri Indah, Jakarta Barat",2,"1","82 m²"," 2,185,000,000","+6282117951664"
"Apartemen Bassura 2 Bedroom","Jatinegara, Jakarta Timur",1,"1","34 m²"," 560,000,000","+6287883644695"
"Apartment St.Moritz New Presidential 51J1 Private Jacuzzi (3 kamar), Puri indah","Puri Indah, Jakarta Barat",3,"2","172 m²"," 5,500,000,000","+6282119222065"
"Presidential Tower lantai 29 Full Furnished MURAH (3 kamar) St Moritz Puri indah","Puri Indah, Jakarta Barat",3,"2","158 m²"," 5,500,000,000","+6282114584041"
"Dijual Cepat Apartemen Studio Tokyo Funish Harga 300jt Nego","Pantai Indah Kapuk, Jakarta Utara",1,"1","321 m²"," 300,000,000","+6282221889581"
"apartemen mewah dengan View Golf","Kemayoran, Jakarta Pusat",1,"1","40 m²"," 1,000,000,000","+6281694010438"
"DI JUAL APARTEMEN MAJESTIC POINT SERPONG FULL FURNISHED SIAP HUNI","Kelapa Gading, Jakarta Utara",1,"1","29 m²"," 445,000,000","+6287729202943"
"Dijual Apartemen Park Royale Tipe 3+1 Kamar Tidur Fully Furnished","Gatot Subroto, Jakarta Selatan",3,"2","160 m²"," 5,000,000,000","+6281188988409"
"Tower San Fransisco Lantai Tengah 2 Bedroom Walk-in Closet Siap Huni","Jakarta Barat",2,"2","82 m²"," 2,373,735,000","+6288218050078"
"Apartemen Kemang Mansion Tipe 2 Kamar Tidur Full Furnished","Kemang, Jakarta Selatan",2,"2","146 m²"," 3,700,000,000","+6281184281950"
"For Sale Apartment Sudirman Residence","SetiaBudi, Jakarta Selatan",3,"4","236 m²"," 8,000,000,000","+6281181767276"
"APARTEMEN BASSURA CITY TOWER EDELWEIS JAKARTA TIMUR","Jatinegara, Jakarta Timur",2,"1","34 m²"," 550,000,000","+6281112129639"
"TURUN HARGA  - DIJUAL KONDOMINIUM KELAPA GADING SIAP HUNI","Kelapa Gading, Jakarta Utara",4,"3","145 m²"," 1,900,000,000","+6282221953786"
"Apartemen dijual Westmark Studio lt 23 view Taman Anggrek Full Furnish","Grogol Petamburan, Jakarta Barat",1,"1","29 m²"," 750,000,000","+6281612206301"
"Apartemen Dijual Pasar Baru Mansion lt 9 view Monas 2BR Unfurnish n688","Pasar Baru, Jakarta Pusat",2,"1","49 m²"," 799,000,000","+6281616369692"
"Rumah Gading Pandawa dijual 6x20 hdp Timur 3Kt Kelapa Gading - Pelepah Hijau","Kelapa Gading, Jakarta Utara",3,"2","150 m²"," 2,800,000,000","+6281612988503"
"Dijual Apartemen Sherwood T. Regent 158m2 3KT Pool bs KPR n780","Kelapa Gading, Jakarta Utara",4,"3","158 m²"," 3,700,000,000","+6281611039589"
"Apartment 1 BR at Batavia Apartment","Tanah Abang, Jakarta Pusat",1,"1","38 m²"," 1,300,000,000","+6281619819106"
"Dijual Apartemen Admiralty 2BR Unfurnished Cilandak Jakarta Selatan","Cilandak, Jakarta Selatan",2,"2","92 m²"," 1,750,000,000","+6281280355972"
"APARTMENT MTH SQUARE","Cawang, Jakarta Timur",1,"1","32 m²"," 600,000,000","+6281114973296"
"Hunian Milenial di kawasan premium Kelapa Gading, Jakarta Utara","Kelapa Gading, Jakarta Utara",1,"1","31 m²"," 750,000,000","+6287711014331"
"Apartemen Grand Madison 3 BR Siap Huni, bisa cicil 36x","Kebon Jeruk, Jakarta Barat",3,"3","106 m²"," 3,500,000,000","+6281118073404"
"Apartemen Bellezza Permata Hijau 3 kamar Furnish mewah 3.9M ng Twr Louvre y050","Kebayoran Lama, Jakarta Selatan",3,"3","156 m²"," 3,900,000,000","+6281217062325"
"Jual Apartemen Casa Grande Residences 2 Furnish Bagus Bella 2BR y048","Menteng Dalam, Jakarta Selatan",2,"2","88 m²"," 3,900,000,000","+6281612615843"
"Apartemen dijual The Mansion Kemayoran Bougenville Murah 2 BR View Golf Bagus","Pademangan, Jakarta Utara",2,"1","48 m²"," 850,000,000","+6281618131519"
"Dijual Apartemen Sherwood 122 m2 Wellington 3KT Pool lt 20 n781","Kelapa Gading, Jakarta Utara",4,"3","122 m²"," 2,500,000,000","+6281610486401"
"Apartemen 3+1 KT Sherwood Residence Kelapa Gading Tower Wellington lantai Tinggi","Kelapa Gading Barat, Jakarta Utara",4,"3","155 m²"," 3,850,000,000","+6281618278627"
